fpr,tpr
0.0,0.0
0.0,0.35714285714285715
0.0,0.4387755102040816
0.0,0.47959183673469385
0.0,0.5408163265306123
0.0,0.5510204081632653
0.0,0.6122448979591837
0.0,0.6224489795918368
0.0,0.6530612244897959
0.0,0.673469387755102
0.0,0.7244897959183674
0.0,0.7448979591836735
3.517163759144626e-05,0.7653061224489796
3.517163759144626e-05,0.7959183673469388
5.2757456387169386e-05,0.7959183673469388
5.2757456387169386e-05,0.8061224489795918
8.792909397861564e-05,0.8163265306122449
8.792909397861564e-05,0.826530612244898
0.00010551491277433877,0.826530612244898
0.00010551491277433877,0.8367346938775511
0.00014068655036578504,0.8367346938775511
0.00014068655036578504,0.8469387755102041
0.00017585818795723128,0.8469387755102041
0.00017585818795723128,0.8571428571428571
0.00021102982554867754,0.8571428571428571
0.00021102982554867754,0.8673469387755102
0.00022861564434440066,0.8775510204081632
0.0002462014631401238,0.8775510204081632
0.0002813731007315701,0.8775510204081632
0.0003165447383230163,0.8775510204081632
0.00035171637591446255,0.8775510204081632
0.0003693021947101857,0.8775510204081632
0.00043964546989307823,0.8775510204081632
0.00047481710748452447,0.8877551020408163
0.0004924029262802476,0.8877551020408163
0.000545160382667417,0.8877551020408163
0.0006506752954417558,0.8877551020408163
0.0007210185706246483,0.8877551020408163
0.0008089476646032639,0.8877551020408163
0.0010199774901519414,0.8877551020408163
0.0013716938660664041,0.8877551020408163
0.001635481148002251,0.8877551020408163
0.001776167698368036,0.8877551020408163
0.0022158131682611143,0.8877551020408163
0.0025851153629713,0.8877551020408163
0.0029368317388857625,0.8877551020408163
0.003693021947101857,0.8979591836734694
0.004466797974113675,0.8979591836734694
0.005469189645469893,0.8979591836734694
0.007227771525042206,0.8979591836734694
0.009918401800787844,0.9081632653061225
0.015141389983117613,0.9081632653061225
0.024936691052335397,0.9183673469387755
0.04853685987619583,0.9183673469387755
0.13228052898142936,0.9693877551020408
1.0,1.0
